城市,时间,温度,体感温度,露水,潮湿,降雨,降雨概率,preciptype,下雪,下雪深度,windgust,风速,风向角度,海平面压力,云层,可见度,太阳辐射,solarenergy,uvindex,severerisk,天气现象,icon
shenzhen,2023-09-04T21:00:00,29.9,37.3,26.1,80.01,0,0,,0,0,10.4,19.6,67,1002.4,48,7.9,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-04T22:00:00,30,36.9,25.6,77.48,0,0,,0,0,9.4,5.5,360,1003,48,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-04T23:00:00,27.5,32.3,25.8,90.51,0.095,100,rain,0,0,46.8,3.6,201,1003.1,90,16,0,0,0,10,"Rain, Partially cloudy",rain
shenzhen,2023-09-05T00:00:00,29.5,35.5,25.1,77.21,0,0,,0,0,9.4,6.6,313,1003,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-05T01:00:00,29.5,34.7,24.3,73.63,0,0,,0,0,3.6,6.1,15,1003,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-05T02:00:00,26.8,30.5,25.5,92.4,0.062,100,rain,0,0,46.8,0.7,209,1002.3,90,21.3,0,0,0,10,"Rain, Partially cloudy",rain
shenzhen,2023-09-05T03:00:00,29.1,34.1,24.5,76.4,0,0,,0,0,8.6,10,293,1002,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-05T04:00:00,29.1,33.2,23.5,71.95,0,0,,0,0,14.4,13.8,307,1002,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-05T05:00:00,26.7,30.2,25.5,92.75,0,0,,0,0,46.8,1,263,1002.3,91.9,23,0,0,0,10,Overcast,cloudy
shenzhen,2023-09-05T06:00:00,28.6,32.2,23.1,72.06,0,0,,0,0,20.2,15.9,328,1002.4,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-05T07:00:00,28.5,32.3,23.5,74.38,0,0,,0,0,23.4,17.8,318,1003,30,10,35,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-05T08:00:00,27.5,31.7,25.1,87.03,0.378,100,rain,0,0,25.2,1.4,344,1003.5,80,24.2,70,0.3,1,10,"Rain, Partially cloudy",rain
shenzhen,2023-09-05T09:00:00,29.2,33.4,23.5,71.71,0,0,,0,0,17.3,19,329,1004,30,10,347,1.2,3,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-05T10:00:00,30.3,35.1,23.6,67.72,0,0,,0,0,19.4,21.3,330,1004.4,30,10,653,2.4,7,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-05T11:00:00,29.9,35.1,24.1,71.13,0,0,,0,0,21.6,4.7,326,1004.4,88.1,24.1,770,2.8,8,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-05T12:00:00,30.7,35.5,23.4,64.91,0,0,,0,0,20.9,21.1,329,1004.4,78.4,10.9,842,3,8,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-05T13:00:00,31.2,36.3,23.5,63.65,0,0,rain,0,0,20.2,16.3,327,1003.6,78.4,12.6,543,2,5,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-05T14:00:00,31.1,36.7,24.1,66.5,0.004,100,rain,0,0,21.6,7.9,335,1003,84.2,22.1,97,0.3,1,10,"Rain, Partially cloudy",rain
shenzhen,2023-09-05T15:00:00,31.7,36.9,23.4,61.46,0,0,,0,0,16.2,18,346,1002.6,55.6,12.1,138,0.5,1,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-05T16:00:00,31.6,37,23.6,62.6,0,0,,0,0,13,19.4,340,1003.2,55.6,12.1,50,0.2,1,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-05T17:00:00,29.6,34.5,23.9,71.5,0,0,,0,0,21.6,7.8,350,1003,90,24.1,40,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-05T18:00:00,31.1,35.8,23.2,63.12,0,0,,0,0,8.6,19.5,352,1003,46.1,10,16,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-05T19:00:00,30.3,34.8,23.3,66.11,0,0,,0,0,7.2,12.5,339,1003.4,78.4,14.3,4,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-05T20:00:00,28,32.7,25,83.97,0,0,,0,0,21.6,1.1,319,1003.7,91.9,24.5,0,0,0,10,Overcast,cloudy
shenzhen,2023-09-05T21:00:00,30,34.4,23.3,67.02,0,0,,0,0,4.7,10.4,327,1004.5,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-05T22:00:00,28.4,31.9,23.2,73.47,0,0,,0,0,1.1,0.4,213.5,1005,92.3,24.1,0,0,0,10,Overcast,cloudy
shenzhen,2023-09-05T23:00:00,26.8,30.1,24.8,88.78,0,0,,0,0,6.8,0.7,310,1005,78.4,14.7,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-06T00:00:00,29.9,34.3,23.3,67.41,0,0,,0,0,14,11.7,321,1005,33.9,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-06T01:00:00,29.2,33.7,23.9,73.21,0,0,rain,0,0,18.4,12,288,1004.7,78.4,13.4,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-06T02:00:00,26.8,30.2,25.3,91.46,0.015,100,rain,0,0,21.6,4.4,40,1004.2,91.9,24,0,0,0,10,"Rain, Overcast",rain
shenzhen,2023-09-06T03:00:00,28.8,33.1,23.7,73.91,0,0,,0,0,22.7,6.6,300,1004,68.8,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-06T04:00:00,28.8,32.8,23.3,72.03,0,0,,0,0,14,11.5,280,1004,68.8,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-06T05:00:00,26.7,30.1,25.1,90.68,0,0,,0,0,21.6,1.2,299,1004.3,91.9,25.1,0,0,0,10,Overcast,cloudy
shenzhen,2023-09-06T06:00:00,28.4,32.1,23.4,74.29,0,0,,0,0,12.6,8.5,10,1004.4,68.8,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-06T07:00:00,29.1,33.8,24.2,74.93,0,0,,0,0,10.8,8.3,303,1005.4,68.8,10,31,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-06T08:00:00,28.6,32.8,23.9,75.95,0.02,100,rain,0,0,18,7.2,323,1005.6,74.5,23.8,197,0.7,2,10,"Rain, Partially cloudy",rain
shenzhen,2023-09-06T09:00:00,29.6,35.2,24.6,74.57,0,0,,0,0,18.4,7.8,285,1006,50,10,392,1.4,4,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-06T10:00:00,31.1,36.4,23.8,65.51,0,0,,0,0,20.5,9.1,333,1006,30,10,563,2,6,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-06T11:00:00,30.2,35.9,24.4,70.92,0,0,,0,0,21.6,3.7,45,1006.1,90,20.7,754,2.7,8,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-06T12:00:00,31.9,38.8,24.7,65.7,0,0,,0,0,24.1,11.7,310,1006,39.4,10,843,3,8,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-06T13:00:00,31.5,37.6,24.3,65.61,0,0,,0,0,23.8,14.6,326,1005,30,9.9,880,3.2,9,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-06T14:00:00,31.8,39.4,25.3,68.47,0,0,,0,0,21.6,4.4,346,1004.4,88.1,24.3,874,3.1,9,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-06T15:00:00,31.5,37.1,23.8,63.78,0,0,,0,0,22,12.5,319,1004.4,30,9.8,783,2.8,8,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-06T16:00:00,30.9,36.8,24.3,67.61,0,0,,0,0,20.5,15.3,320,1004,32,9.9,613,2.2,6,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-06T17:00:00,29,35.1,25.6,81.94,0,0,,0,0,21.6,7.8,102,1004,91.9,24.7,357,1.3,4,10,Overcast,cloudy
shenzhen,2023-09-06T18:00:00,30,36,24.7,73.21,0,0,,0,0,16.2,13.3,344,1004.4,33.9,10,178,0.6,2,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-06T19:00:00,29.5,35.1,24.7,75.66,0,0,rain,0,0,12.2,12.7,340,1004.4,33.9,10,16,0.1,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-06T20:00:00,27.8,32.4,25.2,85.92,0.002,100,rain,0,0,21.6,4,127,1005.3,90,30.7,0,0,0,10,"Rain, Partially cloudy",rain
shenzhen,2023-09-06T21:00:00,28.9,34.2,24.7,78.01,0,0,rain,0,0,4.7,9.6,288,1006,33.9,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-06T22:00:00,28.9,34.2,24.7,78.01,0,0,rain,0,0,6.8,8.3,282,1006.4,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-06T23:00:00,27.3,31.7,25.6,90.66,0,0,rain,0,0,21.6,3.7,125,1006.4,90,29.9,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-07T00:00:00,28.9,34.2,24.7,78.01,0,0,rain,0,0,10.8,7.9,244,1006,39.4,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-07T01:00:00,28.5,33.6,25.1,81.74,0,0,rain,0,0,9.4,9.7,259,1006,58.3,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-07T02:00:00,27,30.9,25.7,92.49,0.001,100,rain,0,0,21.6,1,232,1005.3,90,28.3,0,0,0,10,"Rain, Partially cloudy",rain
shenzhen,2023-09-07T03:00:00,27.5,31.6,24.7,84.7,0,0,rain,0,0,4.7,5.7,286,1005,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-07T04:00:00,27.6,31.9,25.1,86.13,0,0,,0,0,4.3,5.7,245,1005,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-07T05:00:00,26.2,26.2,25.7,97.04,0,0,rain,0,0,14.4,0.7,282,1005.2,91.9,17.8,0,0,0,10,Overcast,cloudy
shenzhen,2023-09-07T06:00:00,27.6,32,25.1,85.91,0,0,rain,0,0,3.2,5.7,16,1005.4,68.8,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-07T07:00:00,27.2,31,25.1,88.31,0,0,,0,0,6.8,7.2,257,1005.4,50,10,10,0,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-07T08:00:00,26.4,26.4,26,97.66,0.249,100,rain,0,0,14.4,0.4,332,1006.4,91.9,11.9,38,0.1,0,10,"Rain, Overcast",rain
shenzhen,2023-09-07T09:00:00,27.6,32.2,25.5,88.58,0,0,rain,0,0,14.4,9.3,331,1006.4,50,8.6,77,0.3,1,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-07T10:00:00,27.1,31.2,25.6,91.61,0,0,rain,0,0,11.9,9.6,129,1007,50,8.1,131,0.5,1,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-07T11:00:00,27.2,32.1,26.5,96.07,0.522,100,rain,0,0,14.4,0.7,330,1006.8,90,12.6,213,0.8,2,10,"Rain, Partially cloudy",rain
shenzhen,2023-09-07T12:00:00,28,33.2,25.6,86.93,0,0,rain,0,0,10.4,10.8,103,1006.4,50,9.1,114,0.4,1,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-07T13:00:00,27.5,32.2,25.6,89.35,0,0,rain,0,0,5.8,9.1,98,1005.9,68.8,7.2,44,0.2,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-07T14:00:00,27.1,31.1,25.7,92.31,0.002,100,rain,0,0,14.4,10.4,98,1005.6,90,21.6,52,0.2,1,10,"Rain, Partially cloudy",rain
shenzhen,2023-09-07T15:00:00,28.5,33.8,25.2,82.17,0,0,rain,0,0,3.2,8.3,103,1005,68.8,8.6,29,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-07T16:00:00,28,32.7,25.2,84.74,0,0,rain,0,0,2.2,12.9,72,1004.9,68.8,8.5,40,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-07T17:00:00,26.8,30.7,26.1,96.03,3.565,100,rain,0,0,10.8,7.1,107,1005.1,91.9,10.8,53,0.2,1,10,"Rain, Overcast",rain
shenzhen,2023-09-07T18:00:00,27.1,31.4,26.1,94.28,0,0,rain,0,0,4.3,5,203,1005,68.8,4.1,30,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-07T19:00:00,27.5,32.4,26.1,91.95,0,0,,0,0,6.8,5.3,130,1005,68.8,9.5,4,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-07T20:00:00,26.2,26.2,25.5,95.88,0.273,100,rain,0,0,14.4,10.6,98,1005.7,90.3,2.7,0,0,0,10,"Rain, Overcast",rain
shenzhen,2023-09-07T21:00:00,26.5,26.5,24.3,87.74,0,0,rain,0,0,14,9.4,127.4,1007,100,10,0,0,0,10,Overcast,cloudy
shenzhen,2023-09-07T22:00:00,26.1,26.1,25.1,94.24,0,0,rain,0,0,17.6,24.5,150,1006.8,50,3.5,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-07T23:00:00,25.5,25.5,25.2,98.68,15.756,100,rain,0,0,21.6,4.3,19,1007.4,100,5,0,0,0,10,"Rain, Overcast",rain
shenzhen,2023-09-08T00:00:00,25.6,25.6,25.1,96.9,0,0,rain,0,0,25.2,23.7,114,1006.5,72.9,4.8,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-08T01:00:00,26.1,26.1,24.7,92.43,0,0,rain,0,0,25.9,20.8,108,1006.4,72.9,6.8,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-08T02:00:00,25.2,25.2,25.1,99.23,16.019,100,rain,0,0,32.4,11,144,1006.8,100,6.1,0,0,0,10,"Rain, Overcast",rain
shenzhen,2023-09-08T03:00:00,26.1,26.1,25.1,94.24,0,0,rain,0,0,31,20.3,99,1005.9,72.9,8.1,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-08T04:00:00,26.1,26.1,25.1,94.24,0,0,rain,0,0,31,21.6,96,1005.4,72.9,9.2,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-08T05:00:00,25.4,25.4,24.9,97.02,0.659,100,rain,0,0,35.9,13.7,91,1005.9,100,3.8,0,0,0,10,"Rain, Overcast",rain
shenzhen,2023-09-08T06:00:00,25.9,25.9,24.5,91.86,0,0,rain,0,0,22.3,20.1,101,1005.9,72.9,6.6,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-08T07:00:00,25.9,25.9,25.1,94.81,0,0,rain,0,0,22.7,21,110,1006.4,72.9,5.2,2,0,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-08T08:00:00,25.2,25.2,24.8,97.65,10.141,100,rain,0,0,32.4,17.1,77,1007.8,100,3.8,18,0.1,0,10,"Rain, Overcast",rain
shenzhen,2023-09-08T09:00:00,25.9,25.9,25.1,94.81,0,0,rain,0,0,19.1,19.1,95,1007.4,72.9,3.4,37,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-08T10:00:00,25.9,25.9,24.6,92.42,0,0,rain,0,0,18.4,19.3,86,1007.9,72.9,7.6,77,0.3,1,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-08T11:00:00,25.1,25.1,24.4,95.95,1.399,100,rain,0,0,35.9,10.6,110,1008.7,100,2.8,110,0.4,1,10,"Rain, Overcast",rain
shenzhen,2023-09-08T12:00:00,25.9,25.9,24.6,92.42,0,0,rain,0,0,13.3,18.8,90,1008,72.9,4.9,70,0.3,1,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-08T13:00:00,25.8,25.8,24.5,92.42,0,0,rain,0,0,11.2,13.1,90,1007.4,72.9,8.5,56,0.2,1,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-08T14:00:00,25,25,24.4,96.77,1.219,100,rain,0,0,28.8,4,111,1007.8,98.1,10.3,45,0.2,0,10,"Rain, Overcast",rain
shenzhen,2023-09-08T15:00:00,26.1,26.1,24.6,91.87,0,0,rain,0,0,16.2,14.8,71,1006.9,72.9,8.9,56,0.2,1,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-08T16:00:00,25.9,25.9,24.5,91.86,0,0,rain,0,0,18.7,13.5,75,1006.4,72.9,9.8,48,0.2,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-08T17:00:00,25.6,25.6,24.7,94.84,0.041,100,rain,0,0,28.8,7.3,112,1006.7,91.9,15.9,29,0.1,0,10,"Rain, Overcast",rain
shenzhen,2023-09-08T18:00:00,26.9,30.1,24.2,84.71,0,0,rain,0,0,16.6,16.5,105,1006.4,36.1,10,10,0,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-08T19:00:00,26.9,30.1,24.2,84.71,0,0,rain,0,0,16.2,16.3,104,1007,57.7,10,1,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-08T20:00:00,25.7,25.7,24.6,93.77,0,0,rain,0,0,28.8,7,106,1007.9,91.9,25.3,0,0,0,10,Overcast,cloudy
shenzhen,2023-09-08T21:00:00,26.5,26.5,23.7,84.88,0,0,,0,0,16.6,20.3,113,1008.4,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-08T22:00:00,26.6,26.6,24.2,86.56,0,0,rain,0,0,17.3,17.1,114,1008.4,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-08T23:00:00,25.8,25.8,24,89.8,0.001,100,rain,0,0,28.8,10.9,96,1008.7,91.9,30.3,0,0,0,10,"Rain, Overcast",rain
shenzhen,2023-09-09T00:00:00,26.5,26.5,24.2,87.09,0,0,rain,0,0,21.6,15,99,1008,40.6,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-09T01:00:00,26.5,26.5,23.7,84.88,0,0,rain,0,0,19.1,17.3,106,1008,32,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-09T02:00:00,25.6,25.6,24.2,91.55,0.009,100,rain,0,0,21.6,10.4,99,1007.3,90,29.6,0,0,0,10,"Rain, Partially cloudy",rain
shenzhen,2023-09-09T03:00:00,26.5,26.5,23.3,82.51,0,0,rain,0,0,18.4,13.5,100,1006.4,40.6,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-09T04:00:00,26.5,26.5,23.7,84.88,0,0,rain,0,0,16.9,12.3,84,1006,40.6,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-09T05:00:00,25.8,25.8,24.1,90.08,0,0,rain,0,0,21.6,7.6,144,1007.3,91.9,30,0,0,0,10,Overcast,cloudy
shenzhen,2023-09-09T06:00:00,26.3,26.3,23.9,86.84,0,0,rain,0,0,16.2,15,114,1007,68.8,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-09T07:00:00,26.4,26.4,24.1,86.85,0,0,rain,0,0,18.7,15.4,113,1007,68.8,10,1,0,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-09T08:00:00,26.1,26.1,23.9,88.05,57.976,100,rain,0,0,21.6,7.4,100,1007.8,88.1,22,9,0,0,10,"Rain, Partially cloudy",rain
shenzhen,2023-09-09T09:00:00,27.4,31,24.2,82.4,0,0,rain,0,0,23.8,13.6,106,1008.4,68.8,10,21,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-09T10:00:00,27.4,31,24.2,82.4,0,0,rain,0,0,23.8,19.1,112,1008.4,68.8,10,22,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-09T11:00:00,26.2,26.2,24.7,91.27,0,0,rain,0,0,18,10.8,98,1009,91.9,23.2,27,0.1,0,10,Overcast,cloudy
shenzhen,2023-09-09T12:00:00,27.4,31.6,25.1,86.94,0,0,rain,0,0,17.6,20.7,105,1008.4,68.8,10,40,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-09T13:00:00,27.9,32.5,25.1,84.58,0,0,rain,0,0,16.6,18.8,106,1007.4,40.6,9.8,48,0.2,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-09T14:00:00,26.3,26.3,24.7,90.94,0.079,100,rain,0,0,25.2,10.6,101,1007.7,100,13.8,27,0.1,0,10,"Rain, Overcast",rain
shenzhen,2023-09-09T15:00:00,26.5,26.5,24.6,89.58,0,0,rain,0,0,18.7,17.8,104,1006.4,68.8,7.3,35,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-09T16:00:00,26.9,30.3,24.6,87.13,0,0,rain,0,0,15.1,21.4,108,1006,50,10,19,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-09T17:00:00,26.7,29.8,24.9,90.1,0.106,100,rain,0,0,25.2,13.7,93,1006.5,91.9,31.1,12,0,0,10,"Rain, Overcast",rain
shenzhen,2023-09-09T18:00:00,27.4,30.9,24.2,82.61,0,0,rain,0,0,20.9,17.2,118,1006.4,68.8,10,7,0,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-09T19:00:00,26.9,30,24.1,84.19,0,0,rain,0,0,21.2,16.7,113,1006.5,50,10,1,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-09T20:00:00,25.9,25.9,24.4,91.6,0.296,100,rain,0,0,25.2,10.4,99,1007.6,91.9,28.9,0,0,0,10,"Rain, Overcast",rain
shenzhen,2023-09-09T21:00:00,26.9,30,24.1,84.19,0,0,rain,0,0,15.1,17.6,112,1007.9,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-09T22:00:00,26.9,30.1,24.2,84.71,0,0,,0,0,13,19.7,111,1008.4,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-09T23:00:00,26,26,24.4,90.45,0.001,100,rain,0,0,25.2,10.6,110,1008.5,91.9,31.1,0,0,0,10,"Rain, Overcast",rain
shenzhen,2023-09-10T00:00:00,27.1,30.3,24.3,84.72,0,0,,0,0,21.2,19.9,116,1008,40.6,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-10T01:00:00,27.1,30.3,24.2,84.2,0,0,,0,0,24.5,18.4,101,1007,40.6,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-10T02:00:00,26,26,24.2,89.81,0.018,100,rain,0,0,25.2,14,99,1007,91.9,24.5,0,0,0,10,"Rain, Overcast",rain
shenzhen,2023-09-10T03:00:00,26.5,26.5,24.2,86.86,0,0,rain,0,0,14.8,21.6,105,1006,40.6,9.6,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-10T04:00:00,26.5,26.5,24.2,86.86,0,0,rain,0,0,14.4,14.8,105,1005.5,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-10T05:00:00,24.9,24.9,24.4,96.65,0.446,100,rain,0,0,25.2,13.8,101,1006.7,91.9,27.3,0,0,0,10,"Rain, Overcast",rain
shenzhen,2023-09-10T06:00:00,26.3,26.3,24.1,87.38,0,0,rain,0,0,19.4,21.6,107,1006.1,50,9.7,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-10T07:00:00,26,26,23.2,84.38,0,0,rain,0,0,16.2,17.8,131,1007.4,68.8,5.9,1,0,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-10T08:00:00,24.6,24.6,24,96.07,14.665,100,rain,0,0,25.2,10.4,106,1008.7,91.9,18.6,4,0,0,10,"Rain, Overcast",rain
shenzhen,2023-09-10T09:00:00,26.1,26.1,24.2,89.31,0,0,rain,0,0,20.2,17.1,105,1008.4,40.6,10,15,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-10T10:00:00,26.1,26.1,24.2,89.31,0,0,rain,0,0,19.4,18.2,106,1008.4,40.6,10,57,0.2,1,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-10T11:00:00,27.3,31.1,24.7,85.98,0.06,100,rain,0,0,25.2,7.4,130,1008.9,91.9,23.9,55,0.2,1,10,"Rain, Overcast",rain
shenzhen,2023-09-10T12:00:00,26.9,29.9,24.2,85,0,0,rain,0,0,21.6,18.2,118,1008.4,50,9.5,89,0.3,1,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-10T13:00:00,26.4,26.4,24.1,86.85,0,0,rain,0,0,18,19.1,144,1007.9,68.8,6.7,76,0.3,1,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-10T14:00:00,26.3,26.3,24.9,91.8,0.4,100,rain,0,0,25.2,10.3,83,1007.6,96.1,21.3,62,0.2,1,10,"Rain, Overcast",rain
shenzhen,2023-09-10T15:00:00,26.5,26.5,24.1,86.86,0,0,rain,0,0,17.3,16.6,136,1007,50,10,37,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-10T16:00:00,26.4,26.4,23.2,82.28,0,0,rain,0,0,17.3,13.1,128,1006.9,40.6,10,62,0.2,1,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-10T17:00:00,25.3,25.3,23.9,92.31,0.027,100,rain,0,0,25.2,10.6,110,1007.2,84.2,31.1,88,0.3,1,10,"Rain, Partially cloudy",rain
shenzhen,2023-09-10T18:00:00,26.5,26.5,23.2,81.78,0,0,rain,0,0,18.4,15.7,116,1007,40.6,10,28,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-09-10T19:00:00,26.5,26.5,23.3,82.29,0,0,rain,0,0,18,12.9,132,1007.4,40.6,10,1,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-10T20:00:00,25.2,25.2,24.1,93.78,0,0,rain,0,0,21.6,4.3,122,1008.3,91.9,31.1,0,0,0,10,Overcast,cloudy
shenzhen,2023-09-10T21:00:00,26.5,26.5,24.2,86.86,0,0,rain,0,0,16.9,15,99,1008.4,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-10T22:00:00,26.5,26.5,23.7,84.44,0,0,rain,0,0,16.2,16.3,102,1008.4,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-09-10T23:00:00,25.2,25.2,24.2,94.03,0,0,,0,0,21.6,7.6,80,1008.3,91.9,31.1,0,0,0,10,Overcast,cloudy
,,,,,,,,,,,,,,,,,,,,,,
