store_id,store_name,store_poi_lon,store_poi_lat,created_at
64a6bab08c50f36208e3e4bd,小胖子麻辣烫,116.5348,39.90594,2023-07-06T20:59:28.039000+08:00
64a6bcc8ecd6906ad9127316,小九麻辣烫朝阳分店,116.52131,39.90996,2023-07-06T21:08:24.374000+08:00
64a6bd6abf398c5ef216f544,小九麻辣烫海淀分店,116.318282,40.033836,2023-07-06T21:11:06.293000+08:00
64a6bdfaecd6906ad912731e,小胖子麻辣烫朝阳区,116.404,39.928,2023-07-06T21:13:30.766000+08:00
64a6c062bf398c5ef216f54e,小九麻辣烫深圳分店,116.404,39.928,2023-07-06T21:23:46.340000+08:00
64a6c466bf398c5ef216f578,小胖子麻辣烫深圳,114.12686,22.55674,2023-07-06T21:40:54.946000+08:00
64a6c7c1d88f0169da36e252,测试-便利店新供给（百川店）,116.65738,39.88327,2023-07-06T21:55:13.661000+08:00
64b5044e406bb091e6fb23c7,松鼠便利超市（龙华店）,114.047668,22.634126,2023-07-17T17:05:18.104000+08:00
64c5065609e110cd744c160d,传媒大学店,116.549711,39.909747,2023-07-29T20:30:14.811000+08:00
